well,depth,GR,RHOB,NPHI,RT,CALI,DT,PHIC,PAY,easting,northing,kb,mudWeight
ISUAMA-2,11302,28.54,2.228,0.272,1.2,8.78,92.9,0.237,0,507.07,133.11,16.2,10.4
ISUAMA-2,11303,52.94,2.402,0.272,2.04,9.15,101.4,0.188,0,507.07,133.11,16.2,10.4
ISUAMA-2,11304,50.28,2.322,0.283,1.75,9.39,100.2,0.21,0,507.07,133.11,16.2,10.4
ISUAMA-2,11305,44.66,2.203,0.355,68.28,9.08,107.9,0.32,1,507.07,133.11,16.2,10.4
ISUAMA-2,11306,82.36,2.545,0.269,2.88,8.93,107.2,0.097,0,507.07,133.11,16.2,10.4
ISUAMA-2,11307,56.56,2.296,0.321,52.31,8.83,108.2,0.241,1,507.07,133.11,16.2,10.4
ISUAMA-2,11308,43.65,2.288,0.31,52.44,9.11,100.2,0.267,1,507.07,133.11,16.2,10.4
ISUAMA-2,11309,62.54,2.425,0.302,34.25,9.2,106.4,0.171,1,507.07,133.11,16.2,10.4
ISUAMA-2,11310,40.02,2.253,0.289,40.32,8.81,94.6,0.252,1,507.07,133.11,16.2,10.4
ISUAMA-2,11311,33.12,2.249,0.286,1.5,8.99,99,0.279,0,507.07,133.11,16.2,10.4
ISUAMA-2,11312,91.7,2.547,0.276,3.37,8.86,108,0.07,0,507.07,133.11,16.2,10.4
ISUAMA-2,11313,73,2.52,0.255,2.68,8.99,102.3,0.124,0,507.07,133.11,16.2,10.4
ISUAMA-2,11314,68.65,2.421,0.274,2.3,8.78,102.2,0.188,0,507.07,133.11,16.2,10.4
ISUAMA-3,11348,29.89,2.201,0.27,30.45,8.94,92,0.246,1,507.86,133.33,18.9,10.5
ISUAMA-3,11349,29.29,2.19,0.307,36.46,8.88,97.9,0.295,1,507.86,133.33,18.9,10.5
ISUAMA-3,11350,90.64,2.59,0.254,3.11,8.93,107.5,0.094,0,507.86,133.33,18.9,10.5
ISUAMA-3,11351,29.75,2.256,0.26,1.21,8.9,87,0.251,0,507.86,133.33,18.9,10.5
ISUAMA-3,11352,33.02,2.29,0.254,34.57,8.81,86.5,0.242,1,507.86,133.33,18.9,10.5
ISUAMA-3,11353,60.77,2.484,0.257,2.11,9,98.9,0.125,0,507.86,133.33,18.9,10.5
ISUAMA-3,11354,38.77,2.274,0.306,1.73,9.11,97,0.227,0,507.86,133.33,18.9,10.5
ISUAMA-3,11355,80.71,2.562,0.271,2.86,9.14,101.2,0.105,0,507.86,133.33,18.9,10.5
ISUAMA-3,11356,60.92,2.429,0.253,29.92,8.81,98.7,0.165,0,507.86,133.33,18.9,10.5
ISUAMA-3,11357,90.66,2.592,0.265,3.29,9.13,109.8,0.099,0,507.86,133.33,18.9,10.5
ISUAMA-3,11358,81.31,2.554,0.24,2.85,9.2,102.8,0.104,0,507.86,133.33,18.9,10.5
ISUAMA-3,11359,49.86,2.343,0.276,2.1,8.82,100.7,0.248,0,507.86,133.33,18.9,10.5
ISUAMA-3,11360,48.5,2.375,0.268,1.92,8.87,97.5,0.19,0,507.86,133.33,18.9,10.5
ISUAMA-3,11361,78.13,2.465,0.264,2.83,8.87,101.2,0.13,0,507.86,133.33,18.9,10.5
ISUAMA-3,11362,63.86,2.443,0.25,2.46,8.87,95.1,0.168,0,507.86,133.33,18.9,10.5
ISUAMA-3,11363,33.89,2.177,0.263,38.96,8.98,92.2,0.25,1,507.86,133.33,18.9,10.5
ISUAMA-3,11364,72.72,2.465,0.29,2.63,8.8,104.4,0.201,0,507.86,133.33,18.9,10.5
ISUAMA-3,11365,30.99,2.3,0.229,31.07,9.3,82.1,0.223,1,507.86,133.33,18.9,10.5
ISUAMA-3,11366,29.68,2.126,0.352,1.16,8.78,95.5,0.296,0,507.86,133.33,18.9,10.5
ISUAMA-3,11367,69.09,2.46,0.274,29.03,8.77,100.6,0.144,0,507.86,133.33,18.9,10.5
ISUAMA-3,11368,27.44,2.29,0.243,1.25,8.89,86.2,0.231,0,507.86,133.33,18.9,10.5
ISUAMA-3,11369,98.67,2.695,0.226,3.81,9.02,108.6,0.046,0,507.86,133.33,18.9,10.5
ISUAMA-3,11370,33.83,2.211,0.299,35.01,8.89,96.4,0.268,1,507.86,133.33,18.9,10.5
ISUAMA-3,11371,56.19,2.359,0.285,2.45,9.1,101.6,0.196,0,507.86,133.33,18.9,10.5
ISUAMA-3,11372,54.18,2.375,0.305,2.12,9.11,102,0.22,0,507.86,133.33,18.9,10.5
ISUAMA-4,11387,44.98,2.271,0.311,46.51,8.95,106.4,0.242,1,509.56,133.02,17.4,10.6
ISUAMA-4,11388,70.32,2.573,0.219,2.73,8.86,103.5,0.091,0,509.56,133.02,17.4,10.6
ISUAMA-4,11389,73.42,2.5,0.248,2.12,9.29,102.1,0.121,0,509.56,133.02,17.4,10.6
ISUAMA-4,11390,58.52,2.364,0.31,47.1,8.85,106.9,0.251,1,509.56,133.02,17.4,10.6
ISUAMA-4,11391,92.11,2.504,0.283,3.23,9.19,115.7,0.123,0,509.56,133.02,17.4,10.6
ISUAMA-4,11392,57.35,2.386,0.28,28.25,9.17,103,0.201,1,509.56,133.02,17.4,10.6
ISUAMA-4,11393,66.54,2.407,0.319,1.89,8.93,111.1,0.188,0,509.56,133.02,17.4,10.6
ISUAMA-4,11394,109.3,2.68,0.254,3.36,8.79,115.4,0.049,0,509.56,133.02,17.4,10.6
ISUAMA-4,11395,77.56,2.555,0.239,2.75,8.86,103.6,0.106,0,509.56,133.02,17.4,10.6
ISUAMA-4,11396,55.69,2.364,0.286,37.77,8.76,102.2,0.184,1,509.56,133.02,17.4,10.6
ISUAMA-4,11397,57.39,2.324,0.302,2.19,8.97,99.4,0.247,0,509.56,133.02,17.4,10.6
ISUAMA-4,11398,21.6,2.271,0.228,40.21,9.08,82.9,0.199,1,509.56,133.02,17.4,10.6
ISUAMA-4,11399,60.74,2.429,0.221,2.47,8.88,103.4,0.156,0,509.56,133.02,17.4,10.6
ISUAMA-4,11400,80.58,2.523,0.26,3.1,8.76,101.5,0.11,0,509.56,133.02,17.4,10.6
ISUAMA-4,11401,70.38,2.454,0.283,28.88,8.97,108.4,0.144,0,509.56,133.02,17.4,10.6
ISUAMA-4,11402,30.78,2.248,0.259,37.67,9.13,89.2,0.233,1,509.56,133.02,17.4,10.6
ISUAMA-4,11403,47.42,2.33,0.235,36.9,9.06,95.2,0.206,1,509.56,133.02,17.4,10.6
ISUAMA-4,11404,47.74,2.268,0.304,44.43,9.24,97.4,0.232,1,509.56,133.02,17.4,10.6
ISUAMA-4,11405,59.12,2.385,0.291,24.52,9.45,104.7,0.179,1,509.56,133.02,17.4,10.6
ISUAMA-4,11406,65.67,2.489,0.241,2.84,9.35,102.3,0.153,0,509.56,133.02,17.4,10.6
ISUAMA-4,11407,48.96,2.287,0.307,2.05,9.25,101.9,0.257,0,509.56,133.02,17.4,10.6
ISUAMA-4,11408,44.76,2.272,0.273,34.65,8.95,104.3,0.269,1,509.56,133.02,17.4,10.6
ISUAMA-4,11409,25.46,2.155,0.317,1.35,9.2,98.8,0.285,0,509.56,133.02,17.4,10.6
ISUAMA-4,11410,56.69,2.344,0.268,1.93,8.87,100.6,0.21,0,509.56,133.02,17.4,10.6
ISUAMA-4,11411,50.56,2.327,0.259,1.65,9.1,94.4,0.211,0,509.56,133.02,17.4,10.6
ISUAMA-5,11446,33.27,2.242,0.296,39.92,8.98,98.7,0.209,1,510.94,134.2,22,10.1
ISUAMA-5,11447,29.32,2.232,0.253,36.39,8.88,92.9,0.313,1,510.94,134.2,22,10.1
ISUAMA-5,11448,29.37,2.288,0.254,1.55,9.16,96,0.207,0,510.94,134.2,22,10.1
ISUAMA-5,11449,35.78,2.163,0.303,32.65,8.75,98.6,0.3,1,510.94,134.2,22,10.1
ISUAMA-5,11450,56.52,2.45,0.246,28.17,8.9,94.6,0.166,0,510.94,134.2,22,10.1
ISUAMA-5,11451,28.89,2.299,0.229,32.48,9.41,89.6,0.207,1,510.94,134.2,22,10.1
ISUAMA-5,11452,39.49,2.258,0.284,1.72,9.36,98.7,0.22,0,510.94,134.2,22,10.1
ISUAMA-5,11453,53.98,2.362,0.279,30.98,9.21,99.2,0.231,1,510.94,134.2,22,10.1
ISUAMA-5,11454,100.77,2.68,0.256,3.03,8.9,110.8,0.055,0,510.94,134.2,22,10.1
ISUAMA-5,11455,60.85,2.435,0.278,2.53,9.27,101.8,0.156,0,510.94,134.2,22,10.1
ISUAMA-5,11456,41.92,2.371,0.223,1.58,8.9,90.7,0.166,0,510.94,134.2,22,10.1
ISUAMA-5,11457,50.32,2.376,0.289,2.01,8.96,102.3,0.203,0,510.94,134.2,22,10.1
ISUAMA-5,11458,61.19,2.462,0.263,27.94,8.77,99.5,0.133,0,510.94,134.2,22,10.1
ISUAMA-5,11459,48.46,2.307,0.308,2.31,8.95,108,0.26,0,510.94,134.2,22,10.1
ISUAMA-5,11460,58.41,2.405,0.289,2.22,8.75,101.4,0.196,0,510.94,134.2,22,10.1
ISUAMA-5,11461,77.31,2.552,0.255,3.47,9.14,109.8,0.111,0,510.94,134.2,22,10.1
ISUAMA-5,11462,30.81,2.153,0.336,57.51,8.99,101.4,0.297,1,510.94,134.2,22,10.1
ISUAMA-5,11463,66.08,2.425,0.28,45.83,8.84,103.4,0.2,1,510.94,134.2,22,10.1
ISUAMA-5,11464,42.34,2.306,0.311,24.7,9.14,103.3,0.235,1,510.94,134.2,22,10.1
ISUAMA-5,11465,52,2.338,0.281,1.73,8.94,100.5,0.216,0,510.94,134.2,22,10.1
ISUAMA-5,11466,42.21,2.23,0.305,34.46,9.16,102.1,0.28,1,510.94,134.2,22,10.1
ISUAMA-5,11467,69.91,2.518,0.238,2.61,8.82,96.3,0.076,0,510.94,134.2,22,10.1
ISUAMA-5,11468,37.22,2.251,0.306,1.41,8.93,96.8,0.245,0,510.94,134.2,22,10.1
ISUAMA-5,11469,38.18,2.163,0.323,50.15,9.17,100.4,0.328,1,510.94,134.2,22,10.1
ISUAMA-5,11470,46.08,2.194,0.323,1.46,8.79,100.5,0.294,0,510.94,134.2,22,10.1
ISUAMA-6,11483,57.78,2.335,0.272,2.05,9.26,98.2,0.18,0,510.46,134.61,24.9,9.6
ISUAMA-6,11484,65.59,2.483,0.291,3.3,8.89,103.3,0.162,0,510.46,134.61,24.9,9.6
ISUAMA-6,11485,75.97,2.522,0.244,2.51,9.05,98.9,0.157,0,510.46,134.61,24.9,9.6
ISUAMA-6,11486,37.12,2.219,0.321,1.38,8.88,95.7,0.248,0,510.46,134.61,24.9,9.6
ISUAMA-6,11487,61.95,2.463,0.248,2.04,8.93,96.3,0.149,0,510.46,134.61,24.9,9.6
ISUAMA-6,11488,23.26,2.254,0.252,40.19,9.13,84.6,0.236,1,510.46,134.61,24.9,9.6
ISUAMA-6,11489,56.64,2.441,0.264,24.12,8.93,96.2,0.145,0,510.46,134.61,24.9,9.6
ISUAMA-6,11490,50.32,2.289,0.278,1.67,8.85,95.2,0.264,0,510.46,134.61,24.9,9.6
ISUAMA-6,11491,31.07,2.155,0.3,57.8,8.94,93.3,0.305,1,510.46,134.61,24.9,9.6
ISUAMA-6,11492,30.56,2.155,0.304,46.71,8.88,92.7,0.26,1,510.46,134.61,24.9,9.6
ISUAMA-6,11493,42.51,2.25,0.302,1.78,8.99,97.8,0.267,0,510.46,134.61,24.9,9.6
ISUAMA-6,11494,30.83,2.296,0.246,1.32,8.76,78.6,0.212,0,510.46,134.61,24.9,9.6
ISUAMA-6,11495,54.99,2.31,0.318,35.55,9.08,101.1,0.218,1,510.46,134.61,24.9,9.6
ISUAMA-6,11496,70.39,2.547,0.223,2.73,8.78,95,0.067,0,510.46,134.61,24.9,9.6
ISUAMA-6,11497,63.25,2.346,0.312,27.01,8.95,103.8,0.206,1,510.46,134.61,24.9,9.6
ISUAMA-6,11498,87.33,2.668,0.241,3.67,9,107.9,0.081,0,510.46,134.61,24.9,9.6
ISUAMA-6,11499,78.03,2.571,0.242,2.36,9.19,96.8,0.092,0,510.46,134.61,24.9,9.6
ISUAMA-6,11500,26.62,2.231,0.283,37.2,8.93,90.4,0.272,1,510.46,134.61,24.9,9.6
ISUAMA-6,11501,57.82,2.417,0.262,2.88,8.84,100.8,0.161,0,510.46,134.61,24.9,9.6
ISUAMA-6,11502,40.82,2.385,0.207,1.49,8.94,83.3,0.154,0,510.46,134.61,24.9,9.6
ISUAMA-6,11503,56.22,2.338,0.294,29.07,9.46,102.2,0.194,1,510.46,134.61,24.9,9.6
ISUAMA-6,11504,32,2.211,0.283,40.41,8.92,96.3,0.285,1,510.46,134.61,24.9,9.6
ISUAMA-6,11505,62.22,2.52,0.212,1.96,8.88,88.4,0.124,0,510.46,134.61,24.9,9.6
ISUAMA-6,11506,38.3,2.252,0.312,1.49,9.1,93.5,0.276,0,510.46,134.61,24.9,9.6
ISUAMA-6,11507,63.74,2.317,0.315,35.3,8.94,96.9,0.217,1,510.46,134.61,24.9,9.6
ISUAMA-7,11545,46.6,2.262,0.302,1.74,9.17,103,0.232,0,508.59,133.12,16.3,10.4
ISUAMA-7,11546,32.38,2.205,0.3,34.66,9.44,101.3,0.249,1,508.59,133.12,16.3,10.4
ISUAMA-7,11547,57.01,2.37,0.284,1.8,8.98,103.4,0.228,0,508.59,133.12,16.3,10.4
ISUAMA-7,11548,59.97,2.335,0.306,30.95,9.13,109.6,0.215,1,508.59,133.12,16.3,10.4
ISUAMA-7,11549,73.87,2.55,0.23,2.64,9.22,103.2,0.078,0,508.59,133.12,16.3,10.4
ISUAMA-7,11550,78.18,2.549,0.245,3.27,9.58,108.7,0.113,0,508.59,133.12,16.3,10.4
ISUAMA-7,11551,22.04,2.223,0.302,1.19,9.06,94.9,0.279,0,508.59,133.12,16.3,10.4
ISUAMA-7,11552,77.91,2.537,0.239,2.3,9.03,102.1,0.069,0,508.59,133.12,16.3,10.4
ISUAMA-7,11553,55.78,2.475,0.235,24.32,8.93,99.8,0.138,0,508.59,133.12,16.3,10.4
ISUAMA-7,11554,73.13,2.46,0.266,3.7,9.27,102.9,0.167,0,508.59,133.12,16.3,10.4
ISUAMA-7,11555,44.02,2.373,0.289,33.48,9.27,102.5,0.196,1,508.59,133.12,16.3,10.4
ISUAMA-7,11556,27,2.238,0.259,1.18,8.89,93,0.249,0,508.59,133.12,16.3,10.4
ISUAMA-7,11557,78.24,2.425,0.325,28.03,9.05,116.6,0.192,1,508.59,133.12,16.3,10.4
ISUAMA-7,11558,37.3,2.348,0.273,31.53,8.78,107.1,0.209,1,508.59,133.12,16.3,10.4
ISUAMA-7,11559,42.64,2.232,0.308,40.48,8.75,102.2,0.273,1,508.59,133.12,16.3,10.4
ISUAMA-7,11560,50.54,2.356,0.27,28.08,9.12,101.6,0.231,1,508.59,133.12,16.3,10.4
ISUAMA-7,11561,59.42,2.403,0.266,2.35,8.75,102.7,0.178,0,508.59,133.12,16.3,10.4
ISUAMA-7,11562,50.71,2.431,0.196,1.74,8.79,97.6,0.16,0,508.59,133.12,16.3,10.4
ISUAMA-7,11563,53.05,2.294,0.295,1.79,8.81,100.9,0.204,0,508.59,133.12,16.3,10.4
ISUAMA-7,11564,62.22,2.396,0.285,28.12,9.13,104.7,0.182,1,508.59,133.12,16.3,10.4
ISUAMA-7,11565,52.34,2.321,0.324,2.07,8.96,106.1,0.226,0,508.59,133.12,16.3,10.4
ISUAMA-7,11566,67.35,2.48,0.218,2.41,9.08,96.8,0.132,0,508.59,133.12,16.3,10.4
ISUAMA-7,11567,63.75,2.419,0.263,2.36,8.85,104.6,0.153,0,508.59,133.12,16.3,10.4
ISUAMA-7,11568,27.18,2.132,0.327,1.2,8.91,98.6,0.298,0,508.59,133.12,16.3,10.4
ISUAMA-7,11569,85.69,2.52,0.313,3.54,8.88,120.5,0.106,0,508.59,133.12,16.3,10.4
ISUAMA-8,11584,58.75,2.482,0.252,2.16,9.21,100.5,0.144,0,506.22,132.63,27.5,10.3
ISUAMA-8,11585,27.19,2.237,0.258,32.08,9.16,85.2,0.284,1,506.22,132.63,27.5,10.3
ISUAMA-8,11586,50.16,2.41,0.235,30.74,8.97,93.3,0.167,0,506.22,132.63,27.5,10.3
ISUAMA-8,11587,61.33,2.421,0.279,37.7,9.37,99.7,0.19,1,506.22,132.63,27.5,10.3
ISUAMA-8,11588,30.89,2.284,0.29,1.39,8.79,95.6,0.259,0,506.22,132.63,27.5,10.3
ISUAMA-8,11589,91.2,2.648,0.233,3.26,9.01,107.1,0.098,0,506.22,132.63,27.5,10.3
ISUAMA-8,11590,35.43,2.216,0.314,38,8.87,103,0.278,1,506.22,132.63,27.5,10.3
ISUAMA-8,11591,68.2,2.477,0.285,22.11,9.17,102.7,0.155,0,506.22,132.63,27.5,10.3
ISUAMA-8,11592,25.94,2.145,0.33,1.2,8.83,94.3,0.309,0,506.22,132.63,27.5,10.3
ISUAMA-8,11593,37.93,2.428,0.24,35.2,8.84,92.7,0.15,0,506.22,132.63,27.5,10.3
ISUAMA-8,11594,49.99,2.257,0.324,1.97,8.95,101.7,0.254,0,506.22,132.63,27.5,10.3
ISUAMA-8,11595,62.82,2.331,0.331,39.99,8.91,102.4,0.189,1,506.22,132.63,27.5,10.3
ISUAMA-8,11596,58.58,2.416,0.256,28.77,9.12,98,0.168,0,506.22,132.63,27.5,10.3
ISUAMA-8,11597,80.79,2.562,0.258,2.4,8.82,94.9,0.083,0,506.22,132.63,27.5,10.3
ISUAMA-8,11598,39.27,2.255,0.295,34.41,8.82,96,0.239,1,506.22,132.63,27.5,10.3
ISUAMA-8,11599,57.84,2.533,0.228,2.1,8.89,96.5,0.15,0,506.22,132.63,27.5,10.3
ISUAMA-8,11600,30.19,2.312,0.244,1.35,9.19,85.5,0.212,0,506.22,132.63,27.5,10.3
ISUAMA-8,11601,34.86,2.243,0.288,42.02,8.77,92.5,0.276,1,506.22,132.63,27.5,10.3
ISUAMA-8,11602,24.57,2.215,0.303,33.74,9.33,89.9,0.269,1,506.22,132.63,27.5,10.3
ISUAMA-8,11603,98.69,2.682,0.213,4.16,8.81,109.3,0.046,0,506.22,132.63,27.5,10.3
ISUAMA-8,11604,32.81,2.201,0.292,1.37,8.82,95.5,0.264,0,506.22,132.63,27.5,10.3
ISUAMA-8,11605,27.64,2.129,0.312,1.21,9.29,95.6,0.32,0,506.22,132.63,27.5,10.3
ISUAMA-8,11606,56.98,2.489,0.187,1.94,9.29,85.5,0.122,0,506.22,132.63,27.5,10.3
ISUAMA-8,11607,47.77,2.263,0.296,1.6,9.26,94.1,0.257,0,506.22,132.63,27.5,10.3
ISUAMA-8,11608,106.41,2.592,0.308,3.7,8.8,114.7,0.107,0,506.22,132.63,27.5,10.3
ISUAMA-9,11640,91.74,2.469,0.243,31.41,9.47,null,0.14,0,508.04,133.56,15,10
ISUAMA-9,11641,100.18,2.461,0.302,28.41,8.79,null,0.147,0,508.04,133.56,15,10
ISUAMA-9,11642,109.77,2.609,0.243,3.61,8.89,null,0.089,0,508.04,133.56,15,10
ISUAMA-9,11643,80.51,2.383,0.291,30.82,9.05,null,0.194,1,508.04,133.56,15,10
ISUAMA-9,11644,55.34,2.245,0.275,1.55,8.96,null,0.224,0,508.04,133.56,15,10
ISUAMA-9,11645,93.54,2.572,0.238,2.58,9.43,null,0.123,0,508.04,133.56,15,10
ISUAMA-9,11646,90.7,2.398,0.295,27.95,9.06,null,0.189,1,508.04,133.56,15,10
ISUAMA-9,11647,65.65,2.33,0.297,35,9.12,null,0.252,1,508.04,133.56,15,10
ISUAMA-9,11648,51.74,2.253,0.238,48.04,8.78,null,0.234,1,508.04,133.56,15,10
ISUAMA-9,11649,81.48,2.396,0.276,31.26,9.13,null,0.193,1,508.04,133.56,15,10
ISUAMA-9,11650,78.93,2.306,0.275,1.89,8.95,null,0.243,0,508.04,133.56,15,10
ISUAMA-9,11651,77.36,2.394,0.238,1.97,8.93,null,0.173,0,508.04,133.56,15,10
ISUAMA-9,11652,47.24,2.176,0.306,1.2,9.27,null,0.276,0,508.04,133.56,15,10
ISUAMA-9,11653,69.22,2.365,0.242,1.69,8.81,null,0.205,0,508.04,133.56,15,10
ISUAMA-9,11654,75.36,2.346,0.261,26.15,9.23,null,0.189,1,508.04,133.56,15,10
ISUAMA-9,11655,46.96,2.231,0.271,1.28,9.11,null,0.243,0,508.04,133.56,15,10
ISUAMA-9,11656,72.44,2.357,0.267,30.55,9.03,null,0.183,1,508.04,133.56,15,10
ISUAMA-9,11657,109.32,2.579,0.267,2.38,8.91,null,0.099,0,508.04,133.56,15,10
ISUAMA-9,11658,94.23,2.46,0.302,2.47,8.86,null,0.168,0,508.04,133.56,15,10
ISUAMA-9,11659,57.53,2.177,0.32,1.4,9.56,null,0.316,0,508.04,133.56,15,10
ISUAMA-9,11660,62.12,2.196,0.306,1.21,8.86,null,0.266,0,508.04,133.56,15,10
ISUAMA-9,11661,86.06,2.414,0.28,24.48,9.01,null,0.158,0,508.04,133.56,15,10
ISUAMA-9,11662,97.88,2.433,0.286,2.91,8.98,null,0.159,0,508.04,133.56,15,10
ISUAMA-9,11663,97.68,2.516,0.257,3.2,9.12,null,0.101,0,508.04,133.56,15,10
ISUAMA-9,11664,72.09,2.237,0.315,25.72,8.93,null,0.254,1,508.04,133.56,15,10
