course,tier,key,unit,expected,tol,class,flags,leak,shipped,source,printed,display_scale,prompt_decimals,rounding_miss,answer_space,guess_p,owner_decision,fix,source_ref,display_ref,evidence
basin,intermediate,tr_10,frac,0.022481215976523083,0.0005,none,[],True,,nextgen-panel,"{""decimals"": 8}",1.0,,4.023476916220625e-09,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/KineticsExplorer.jsx:129; /root/wt-b5-nextgen/src/content/courses/basin/intermediate/m06-the-kinetics-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/KineticsExplorer.jsx:129,"Tile ""TR at 10 Ma"" fmt(m.trAt(10), 8); defaults isothermal 100 degC (line 27) and Type II (line 28), probe shows 0.02248122 on open. Printed resolution 1e-08 is far inside tol 0.0005."
basin,intermediate,tr_50,frac,0.05477927380797565,0.0005,none,[],True,,nextgen-panel,"{""decimals"": 8}",1.0,,3.807975650083062e-09,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/KineticsExplorer.jsx:130; /root/wt-b5-nextgen/src/content/courses/basin/intermediate/m06-the-kinetics-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/KineticsExplorer.jsx:130,"Tile ""TR at 50 Ma"" fmt(m.trAt(50), 8); probe shows 0.05477927 on open. Printed resolution 1e-08 is far inside tol 0.0005."
basin,advanced,final_ro,%Ro,1.6718288798752388,0.002,none,[],True,,nextgen-panel,"{""decimals"": 8}",1.0,,1.2476131239225197e-10,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:118; /root/wt-b5-nextgen/src/content/courses/basin/advanced/m06-the-charge-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:118,"Tile ""Final Ro"" fmt(m.finalRo, 8); fmt = v.toFixed(d) (ChargeExplorer.jsx:19). Erosion amount defaults to 600 (line 22), the reference case; value from computeErosionScenario (src/lib/basinTeaching.js:205), asserted to 12 dp in chargeLab.test.js:17. Printed resolution 1e-08 is far inside tol 0.002."
basin,advanced,final_temp,degC,149.76037539670858,0.1,none,[],True,,nextgen-panel,"{""decimals"": 6}",1.0,,3.9670857177043217e-07,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:119; /root/wt-b5-nextgen/src/content/courses/basin/advanced/m06-the-charge-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:119,"Tile ""Final temperature"" fmt(m.finalTempC, 6); default 600 m run. Forward-model output (transient heat), panel is the source. Printed resolution 1e-06 is far inside tol 0.1."
basin,advanced,final_tr,frac,0.7423743797385286,0.002,none,[],True,,nextgen-panel,"{""decimals"": 8}",1.0,,2.614714000870322e-10,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:120; /root/wt-b5-nextgen/src/content/courses/basin/advanced/m06-the-charge-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:120,"Tile ""Final TR"" fmt(m.finalTr, 8); default 600 m run. Printed resolution 1e-08 is far inside tol 0.002."
basin,advanced,generated,kg/m2,13946.54641524398,5.0,none,[],True,,nextgen-panel,"{""decimals"": 3}",1.0,,0.0004152439796598628,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:121; /root/wt-b5-nextgen/src/content/courses/basin/advanced/m06-the-charge-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:121,"Tile ""Generated"" fmt(m.generated, 3); tol 5 kg/m2 vs 0.0005 print resolution. Also potential x TR (tile line 126 prints potential to 4 dp). Printed resolution 0.001 is far inside tol 5."
basin,advanced,expelled,kg/m2,10048.985378825158,5.0,none,[],True,,nextgen-panel,"{""decimals"": 3}",1.0,,0.000378825157895335,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:122; /root/wt-b5-nextgen/src/content/courses/basin/advanced/m06-the-charge-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:122,"Tile ""Expelled"" fmt(m.expelled, 3); default 600 m run. Lesson identity g(11 Ma) - cap(11 Ma) uses engine values only the lessons state. Printed resolution 0.001 is far inside tol 5."
basin,advanced,ro_delta,%Ro,0.05665081052235643,0.001,none,[],True,,nextgen-panel,"{""decimals"": 8}",1.0,,5.223564289447147e-10,,,True,,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:123; /root/wt-b5-nextgen/src/content/courses/basin/advanced/m06-the-charge-workflow/l03-the-capstone-walkthrough.md,/root/wt-b5-nextgen/src/components/course/panels/basin/ChargeExplorer.jsx:123,"Tile ""Erosion signature (delta Ro)"" fmt(m.roDelta, 8); the no-event twin runs automatically (basinTeaching.js:211), so the difference is printed directly on open. Printed resolution 1e-08 is far inside tol 0.001."
carbon,beginner,owaza_heater_co2_t,t CO2,16680.088739,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/beginner/m02-carbon-in-co2-out/l04-a-fired-heaters-co2.md,,"356000 x 1.07 x 0.995 x MW_CO2 44.009 / 1000 = 16680.0887; reproduced exactly with the lesson-printed molar mass (l02-molar-masses-from-atomic-weights.md:12). Tol 0.01 is one unit at the two decimals the prompt asks for, above the half unit a correctly rounded entry can be off."
carbon,beginner,owaza_flare_co2_t,t CO2,3290.788818,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/beginner/m03-the-flare-as-an-inventory-line/l03-what-escapes-is-counted-as-methane.md,,"52800 x 1.46 x 0.97 x 44.009 / 1000 = 3290.7888; reproduced exactly. Tol 0.01 is one unit at the two decimals the prompt asks for, above the half unit a correctly rounded entry can be off."
carbon,beginner,owaza_flare_ch4_t,t CH4,37.101684,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/beginner/m03-the-flare-as-an-inventory-line/l03-what-escapes-is-counted-as-methane.md,,"52800 x 1.46 x 0.03 x MW_CH4 16.043 / 1000 = 37.101684; reproduced exactly. Tol 0.01 is one unit at the two decimals the prompt asks for, above the half unit a correctly rounded entry can be off."
carbon,beginner,owaza_flare_ch4_tco2e,tCO2e,1105.630183,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/beginner/m04-global-warming-potentials/l04-one-inventory-on-four-sets.md,,"37.101684 x 29.8 = 1105.63018 (the key rounds the methane to six decimals first; the unrounded product 1105.63017 is 1.4e-5 away, well inside 0.01). Tol 0.01 is one unit at the two decimals the prompt asks for, above the half unit a correctly rounded entry can be off."
carbon,beginner,owaza_scope1_tco2e,tCO2e,24862.76158,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/beginner/m05-lines-factors-and-provenance/l03-the-scope-totals.md,,"Heater CO2 + flare CO2 + (flare CH4 + heater escaped CH4 30.5555 t + 96.5 t) x 29.8 = 24862.7616; reproduced exactly. Tol 0.01 is one unit at the two decimals the prompt asks for, above the half unit a correctly rounded entry can be off."
carbon,beginner,owaza_total_tco2e,tCO2e,31983.56158,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/beginner/m05-lines-factors-and-provenance/l03-the-scope-totals.md,,"Scope 1 + 18400 x 0.387 = 7120.8 gives 31983.5616; reproduced exactly. Tol 0.01 is one unit at the two decimals the prompt asks for, above the half unit a correctly rounded entry can be off."
carbon,intermediate,igrita_excess_air_pct,percent,37.86451,0.0001,none,[],False,,nextgen-panel,"{""decimals"": 4}",1.0,4,1.0000000003174137e-05,,,False,,/root/wt-b5-nextgen/src/components/course/panels/carbon/EfficiencyExplorer.jsx:112 (AirMode; fuel boxes :52 and O2 slider step 0.1 reach the IGRITA fuel and 6.2 percent),"/root/wt-b5-nextgen/src/components/course/panels/carbon/EfficiencyExplorer.jsx:121 F.pct(at.excessAirPercent); /root/wt-b5-nextgen/src/components/course/panels/carbon/carbonLab.js:226 (PRINT table), :230 (fmt = toFixed(PRINT[cls])) pct: 4","The panel shares one fuel state across views (EfficiencyExplorer.jsx:438 excessAirAt(o2, fuel)), so a learner who types the IGRITA fractions and slides to 6.2 reads 37.8645 at 4 decimals; tol 0.0001 is one unit in that place."
carbon,intermediate,igrita_efficiency_lhv_pct,percent,85.021597,0.0001,display,"[""display_miss""]",False,,suite-app,"{""decimals"": 2}",1.0,4,0.0015970000000038453,,,True,"{""display"": ""/opt/petrolord-studio/workspaces/dev1/projects/petrolord-suite/src/components/energyefficiency/CombustionResults.jsx:72 and :120 -> fmt(currentEfficiency.efficiencyPercent, 4) (and targetEfficiency at :121); alternatively add stack and air temperature boxes to the NextGen LossMode (EfficiencyExplorer.jsx:184, which already prints efficiency at F.pct 4 decimals but fixes the stack at 238 C and air at 28 C via heaterAt carbonLab.js:493)""}","/opt/petrolord-studio/workspaces/dev1/projects/petrolord-suite/src/components/energyefficiency/CombustionResults.jsx:72 (Efficiency Studio, named in the prompt for the heating values and the typical cp and latent heat)","/opt/petrolord-studio/workspaces/dev1/projects/petrolord-suite/src/components/energyefficiency/CombustionResults.jsx:72 fmt(currentEfficiency.efficiencyPercent, 2); also :120","The Suite heater card prints efficiency with fmt(v, 2) (toLocaleString, 2 fraction digits), so the best a learner can read is 85.02 against 85.021597 with tol 0.0001. The NextGen LossMode takes fuel, O2 and radiation loss but always uses ISIOKPO_HEATER stack 238 C and air 28 C (EfficiencyExplorer.jsx:193)."
carbon,intermediate,igrita_tuning_saving_gj,GJ a year,7771.999995,1.0,none,[],False,,suite-app,"{""decimals"": 0}",1.0,0,4.999999873689376e-06,,,False,,/opt/petrolord-studio/workspaces/dev1/projects/petrolord-suite/src/components/energyefficiency/CombustionResults.jsx:123 (Energy saved stat),"/opt/petrolord-studio/workspaces/dev1/projects/petrolord-suite/src/components/energyefficiency/CombustionResults.jsx:123 fmt(tuningSaving.annualEnergySavedGJ, 0) GJ/yr","The Studio prints the saving at 0 decimals (7,772 GJ/yr against 7771.999995); tol 1 is a whole unit at the stated precision. The NextGen TuningMode (EfficiencyExplorer.jsx:224) is pinned to the ISIOKPO fuel and temperatures (carbonLab.js:588 tuning uses heaterAt with H), so it cannot reach IGRITA."
carbon,intermediate,igrita_trap_t_per_yr,t a year,469.68800466,0.01,none,[],False,,nextgen-panel,"{""decimals"": 3}",1.0,2,4.6600000018770515e-06,,,False,,"/root/wt-b5-nextgen/src/components/course/panels/carbon/EfficiencyExplorer.jsx:297 (SteamMode; TRAP_BOXES :285 editable, exponent 1.135 button)","/root/wt-b5-nextgen/src/components/course/panels/carbon/EfficiencyExplorer.jsx:319 F.t(tr.tonnesPerYear); /root/wt-b5-nextgen/src/components/course/panels/carbon/carbonLab.js:226 (PRINT table), :230 (fmt = toFixed(PRINT[cls])) t: 3","Orifice 5, upstream 8.213 bar a (7.2 + 1.013, the learner adds the atmosphere as the capstone key does), Cd 0.68, density 4.28, hours 8200 are all boxes; the panel prints tonnes a year to 3 decimals (469.688). Tol 0.01 is one unit at the asked two decimals."
carbon,intermediate,igrita_pinch_hot_utility_kw,kW,51.59,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/intermediate/m05-steam-condensate-and-the-pinch/l05-the-problem-table.md,,"The problem table on the four streams at 12 C is taught step by step (m05 l05) and every product is CP x interval with CPs at two decimals and whole-degree shifts, so the cascade is exact at 51.59; tol 0.01 is one unit at the asked precision."
carbon,intermediate,igrita_pinch_cold_utility_kw,kW,224.13,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/intermediate/m05-steam-condensate-and-the-pinch/l05-the-problem-table.md,,Same problem table; the cold utility closes the balance exactly at 224.13.
carbon,advanced,ikorodu_boiler_tuning_cost_per_t_usd,USD per tCO2e,-159.3835,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/advanced/m01-the-cost-of-a-tonne-abated/l01-capital-recovery.md,/root/wt-b5-nextgen/src/components/course/panels/carbon/AbatementExplorer.jsx:93 F.usdt(x.r.costPerTonne) (4 dp),"(26000 x CRF(0.09, 4) - 118000) / 690 = -159.3835; reproduced exactly. Tol 0.01 is one unit at the asked two decimals."
carbon,advanced,ikorodu_waste_heat_cost_per_t_usd,USD per tCO2e,-21.197011,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/advanced/m01-the-cost-of-a-tonne-abated/l01-capital-recovery.md,/root/wt-b5-nextgen/src/components/course/panels/carbon/AbatementExplorer.jsx:93 F.usdt(x.r.costPerTonne) (4 dp),"(3450000 x CRF(0.09, 18) + 38000 - 520000) / 4150 = -21.1970; reproduced exactly. Tol 0.01 is one unit at the asked two decimals."
carbon,advanced,ikorodu_flare_recovery_net_annual_cost_usd,USD a year,501759.1842,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/advanced/m01-the-cost-of-a-tonne-abated/l01-capital-recovery.md,/root/wt-b5-nextgen/src/components/course/panels/carbon/AbatementExplorer.jsx:93 F.usd(x.r.netAnnualCost) (2 dp),"6100000 x CRF(0.09, 15) + 155000 - 410000 = 501759.1842; reproduced exactly. Tol 0.01 is one unit at the asked two decimals."
carbon,advanced,ikorodu_curve_weighted_average_usd_per_t,USD per tCO2e,12.930882,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/advanced/m02-the-marginal-abatement-cost-curve/l03-the-weighted-average.md,/root/wt-b5-nextgen/src/components/course/panels/carbon/AbatementExplorer.jsx:160 F.usdt(c.weightedAverageCostPerTonne) (4 dp),Sum of the six net annual costs over 13730 t = 12.930882; the lesson defines it that way (l03 line 15). Reproduced exactly. Tol 0.01 is one unit at the asked two decimals.
carbon,advanced,ikorodu_path_final_gap_t,tCO2e,10762.118,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/advanced/m04-targets-and-the-path/l03-the-unabated-gap.md,,"Baseline 65977.48 (boilers + turbines + flare CO2 + (118.4 + 64.2) x 29.8 + 31200 x 0.43), target 0.65 x baseline = 42885.362, 2034 emissions after the five scheduled measures (12330 t) = 53647.48, gap 10762.118; reproduced exactly. Tol 0.01 is one unit at the asked two decimals."
carbon,advanced,ikorodu_saving_cost_per_t_usd,USD per tCO2e,-53.313854,0.01,none,[],False,,hand-calc,full,1.0,2,0.0,,,False,,/root/wt-b5-nextgen/src/content/courses/carbon/advanced/m05-savings-into-the-ledger/l03-the-cost-per-tonne-handed-over.md,/root/wt-b5-nextgen/src/components/course/panels/carbon/AbatementExplorer.jsx:301 F.usdt(sv.ps.costPerTonneCo2e) (4 dp),"(185000 x CRF(0.09, 7) - 9650 x 6.8) / (9650 x 0.0561) = -53.3139; reproduced exactly. Tol 0.01 is one unit at the asked two decimals."
cashflow,beginner,jv_2033_gross_revenue_usd,USD,66419677.183999985,1.0,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:882,"src/pages/apps/epe/EpeResultsViewer.jsx:1084-1093 (CSV, cashFlowColumns :80) and :1107-1127 (Excel KPIs + Cash Flow sheets)","Gross revenue column exported raw (row[c.key]) in CSV/Excel; also a hand-calc 0.8 x (1,024,000 x 76 x 1.015^2 + 921,600 x 3.0 x 1.015^2) = 66,419,677.18 as taught in beginner m04."
cashflow,beginner,jv_2032_tax_usd,USD,19728417.6,1.0,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:899,"src/pages/apps/epe/EpeResultsViewer.jsx:1084-1093 (CSV, cashFlowColumns :80) and :1107-1127 (Excel KPIs + Cash Flow sheets)",Tax column (JV) exported raw by cashFlowColumns :100-103; tol 1 USD against the exported value.
cashflow,beginner,jv_2034_net_cash_flow_usd,USD,22086267.91657759,1.0,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:919,"src/pages/apps/epe/EpeResultsViewer.jsx:1084-1093 (CSV, cashFlowColumns :80) and :1107-1127 (Excel KPIs + Cash Flow sheets)",net_cash_flow column exported raw; on screen fmtCompact prints 22.1M.
cashflow,beginner,jv_payback_years,years,3.4998246420308123,1e-05,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:1485,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)","Excel KPI sheet carries payback_years (numeric, cashflow.ts:1823) raw; the on-screen Payback card shows kpis.payback, a string built with toFixed(2) (cashflow.ts:1069), 3.50 years, which misses tol 1e-5 by 1.8e-4."
cashflow,beginner,jv_total_boe,boe,5430620.16,1.0,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:159,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)","total_boe exported raw; also a hand sum 0.8 x (5,902,848 bbl + 5,312,563.2 Mscf / 6) = 5,430,620.16. The PDF report prints it toLocaleString maximumFractionDigits 0 (:1191), 5,430,620, within tol 1."
cashflow,beginner,jv_government_take_pct,percent,75.09574181027746,0.0001,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:1523-1524,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)","government_take_pct exported raw in the Excel KPI sheet; the on-screen card prints toFixed(1) = 75.1, which misses tol 1e-4."
cashflow,intermediate,jv_npv_real_usd,USD,20656337.21686185,1.0,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:1480-1482,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)",kpis.npv exported raw; on-screen card uses formatCurrency. Also reproducible from the exported discounted_cash_flow column sum.
cashflow,intermediate,jv_npv_mid_year_usd,USD,20030970.834339857,1.0,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeRunConsole.jsx:975,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)",Second run with the Mid-year convention option; kpis.npv exported raw.
cashflow,intermediate,jv_irr_pct,percent,23.719272956750835,0.0001,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:1484,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)","IRR card prints Number(irr).toFixed(2) = 23.72, off by 7.3e-4 against tol 1e-4; Excel KPI sheet exports kpis.irr raw."
cashflow,intermediate,jv_discounted_payback_years,years,3.9696530221864026,0.0001,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:1541-1542,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)","On screen `${Number(discounted_payback_years).toFixed(2)} yrs` = 3.97, off by 3.5e-4 against tol 1e-4; Excel exports it raw."
cashflow,intermediate,jv_dpi,ratio,0.17502648916650668,1e-06,none,[],False,,suite-app,full,1.0,,0.0,,,False,,src/pages/apps/epe/EpeResultsViewer.jsx:1531,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)",On screen Number(dpi).toFixed(2) = 0.18 against tol 1e-6; Excel KPI sheet exports dpi raw (0.175026...).
cashflow,intermediate,jv_breakeven_oil_price_usd_bbl,USD/bbl,66.10100889205933,0.001,tolerance,[],False,"{""migration"": ""20261022_b5_graded_tolerances.sql"", ""tol"": [0.001, 0.005]}",suite-app,full,1.0,,0.0,,,True,"{""new_tol"": 0.005}",src/pages/apps/epe/EpeResultsViewer.jsx:1521-1522,"src/pages/apps/epe/EpeResultsViewer.jsx:1116-1118 (Excel KPI sheet, raw kpis[k] via KPI_EXPORT_ROWS :131)",Expected 66.101009; the prompt says 'to the cent' and 66.10 fails (|diff| 0.00101 > 0.001). On-screen card prints toFixed(1) = 66.1; Excel exports it raw.
